Age,Gender,Region,Educational_Background,Technical_Skills,Experience_Level,Preferred_Job_Role,Salary_Expectation,Application_Source,Application_Status,Interview_Score,Certifications_Count
20.0,Prefer Not to Say,North America,Computer Science,"R, Excel",2.0,nan,64010.3,LinkedIn,nan,83.0,
32.0,Male,South America,nan,"R, Excel",3.0,nan,79777.03,LinkedIn,Rejected,70.0,3.0
28.0,Male,South America,Computer Science,"Python, SQL",3.0,nan,86063.81,LinkedIn,Pending,83.0,5.0
40.0,Non-Binary,nan,Arts,"SQL, PowerBI",0.0,BI Analyst,63885.13,nan,Rejected,99.0,3.0
40.0,Female,Oceania,nan,"Python, SQL",2.0,ML Engineer,51048.27,Company Website,Accepted,47.0,3.0
26.0,Female,South America,nan,"SQL, PowerBI",5.0,Data Scientist,49627.51,Company Website,Rejected,,5.0
30.0,nan,Asia,Business,"Excel, R",2.0,Data Architect,85267.11,Job Portal,Rejected,83.0,
30.0,nan,Oceania,Mathematics,"Python, SQL",2.0,BI Analyst,60191.63,Referral,nan,99.0,4.0
28.0,Female,Europe,nan,nan,5.0,ML Engineer,82459.48,Job Portal,nan,99.0,
24.0,Female,Oceania,Computer Science,"R, Excel",5.0,nan,90900.71,nan,Rejected,43.0,4.0
32.0,Prefer Not to Say,Europe,Statistics,"R, Excel",7.0,ML Engineer,70289.38,Campus Recruitment,Accepted,49.0,0.0
,Female,North America,Computer Science,nan,1.0,Data Engineer,69329.73,nan,Pending,49.0,1.0
,Non-Binary,Europe,Statistics,"SQL, PowerBI",,ML Engineer,95704.85,Referral,nan,,5.0
40.0,Female,North America,Computer Science,"Python, Tableau",5.0,Data Architect,70255.84,nan,Accepted,81.0,2.0
30.0,Female,Oceania,Mathematics,nan,10.0,Data Architect,48130.18,Referral,nan,78.0,3.0
35.0,nan,nan,Statistics,"Python, SQL",7.0,BI Analyst,65450.12,LinkedIn,Pending,78.0,2.0
,Male,North America,Mathematics,nan,10.0,nan,80689.69,nan,Accepted,47.0,0.0
26.0,Prefer Not to Say,Europe,nan,nan,,Data Analyst,85213.43,LinkedIn,Accepted,78.0,0.0
40.0,Non-Binary,South America,Arts,"R, Excel",7.0,Data Scientist,52761.73,Company Website,Rejected,70.0,5.0
26.0,nan,nan,Computer Science,"Python, SQL",7.0,Data Engineer,54255.18,Job Portal,nan,70.0,1.0
28.0,Non-Binary,North America,Arts,nan,5.0,Data Scientist,83627.45,Campus Recruitment,Rejected,53.0,1.0
22.0,Male,South America,Mathematics,"Python, Tableau",,nan,36168.32,nan,Pending,79.0,
22.0,Prefer Not to Say,North America,nan,nan,,Data Architect,68291.01,Referral,Pending,68.0,
22.0,nan,North America,Engineering,nan,5.0,Data Engineer,77806.54,LinkedIn,Rejected,53.0,5.0
20.0,Female,Europe,Mathematics,"Python, SQL",5.0,Data Architect,79557.34,Referral,Accepted,83.0,1.0
,Male,South America,Computer Science,"Excel, R",10.0,ML Engineer,46624.69,Company Website,Rejected,49.0,2.0
22.0,Non-Binary,nan,nan,"Python, SQL",3.0,Data Architect,94065.01,Job Portal,Rejected,71.0,4.0
,nan,South America,Business,nan,10.0,ML Engineer,53838.25,nan,Pending,71.0,
32.0,Male,nan,Engineering,"SQL, PowerBI",2.0,BI Analyst,88234.02,nan,Pending,44.0,1.0
35.0,Male,Asia,Engineering,"Python, Tableau",10.0,Data Scientist,97740.09,LinkedIn,Rejected,62.0,
24.0,nan,Asia,Mathematics,"SQL, PowerBI",5.0,BI Analyst,101396.19,Referral,Pending,66.0,4.0
20.0,Non-Binary,Asia,Arts,"Excel, R",2.0,Data Analyst,70536.27,Company Website,nan,83.0,0.0
24.0,Female,South America,nan,"Python, SQL",3.0,BI Analyst,59880.31,Referral,Rejected,62.0,4.0
32.0,Male,Africa,Statistics,"SQL, PowerBI",,ML Engineer,56249.19,Job Portal,Rejected,66.0,4.0
35.0,nan,Asia,nan,nan,7.0,ML Engineer,73880.62,nan,Pending,49.0,3.0
30.0,Prefer Not to Say,Africa,Engineering,"SQL, PowerBI",7.0,Data Analyst,71674.07,LinkedIn,Pending,,2.0
32.0,Prefer Not to Say,Africa,Computer Science,"SQL, PowerBI",3.0,Data Scientist,92265.34,Campus Recruitment,nan,49.0,0.0
24.0,Non-Binary,North America,Business,"Excel, R",,Data Scientist,73039.14,LinkedIn,Accepted,99.0,
24.0,Non-Binary,nan,Mathematics,"Excel, R",2.0,BI Analyst,92469.09,nan,Accepted,47.0,2.0
24.0,Female,nan,Arts,"SQL, PowerBI",2.0,ML Engineer,58991.35,Referral,Pending,70.0,5.0
26.0,nan,nan,Computer Science,"Python, SQL",10.0,BI Analyst,76609.83,Campus Recruitment,Pending,83.0,4.0
40.0,Prefer Not to Say,Oceania,Business,nan,3.0,Data Architect,78610.27,Referral,Rejected,83.0,4.0
28.0,nan,Africa,Arts,"Excel, R",1.0,Data Architect,83071.29,Campus Recruitment,Rejected,91.0,3.0
28.0,Non-Binary,Europe,Business,"R, Excel",5.0,Data Engineer,49119.38,Job Portal,Pending,66.0,4.0
32.0,Male,Asia,Mathematics,"Python, Tableau",1.0,Data Analyst,55621.59,nan,Accepted,70.0,
22.0,Male,North America,nan,"Python, Tableau",1.0,Data Analyst,41804.87,nan,Pending,49.0,0.0
22.0,nan,North America,Engineering,nan,5.0,Data Engineer,77806.54,LinkedIn,Rejected,53.0,5.0
22.0,Female,Asia,nan,"Python, Tableau",10.0,Data Scientist,79799.71,Company Website,Rejected,68.0,3.0
35.0,Non-Binary,Oceania,Computer Science,"SQL, PowerBI",,Data Scientist,88450.47,Referral,Pending,83.0,4.0
22.0,Male,Europe,Arts,nan,,Data Analyst,58400.03,Job Portal,Accepted,62.0,5.0
24.0,Female,Oceania,Arts,"Excel, R",0.0,Data Analyst,36616.8,nan,Pending,71.0,5.0
20.0,Non-Binary,Europe,Statistics,"Excel, R",,Data Architect,102049.04,LinkedIn,Rejected,44.0,5.0
30.0,Non-Binary,Africa,Arts,"Python, SQL",3.0,Data Analyst,57442.49,Company Website,Rejected,70.0,0.0
35.0,Non-Binary,Asia,Business,nan,,Data Scientist,38851.09,LinkedIn,Pending,91.0,0.0
30.0,Female,nan,Statistics,"R, Excel",,BI Analyst,66094.59,Job Portal,Rejected,53.0,3.0
26.0,Non-Binary,North America,Business,"R, Excel",,BI Analyst,66520.12,nan,Pending,78.0,
20.0,Female,Asia,Arts,"Python, SQL",0.0,nan,63487.3,LinkedIn,nan,70.0,5.0
20.0,nan,nan,Business,nan,2.0,Data Engineer,66739.62,nan,Accepted,53.0,3.0
35.0,Non-Binary,nan,Engineering,"Python, Tableau",0.0,Data Architect,73834.97,Company Website,nan,84.0,5.0
40.0,Female,Oceania,Computer Science,"Python, SQL",3.0,Data Engineer,66869.72,Company Website,nan,81.0,5.0
35.0,Male,Oceania,Statistics,"SQL, PowerBI",10.0,Data Architect,58899.42,nan,nan,66.0,
30.0,Non-Binary,nan,Arts,nan,10.0,Data Analyst,85153.99,LinkedIn,Pending,84.0,0.0
32.0,Prefer Not to Say,Africa,Engineering,"R, Excel",,Data Analyst,82027.7,Campus Recruitment,nan,78.0,3.0
30.0,Male,Asia,Mathematics,nan,5.0,BI Analyst,44264.94,Job Portal,nan,43.0,0.0
40.0,Prefer Not to Say,nan,Business,"Python, SQL",3.0,Data Engineer,49824.28,Campus Recruitment,nan,91.0,0.0
26.0,Female,Africa,Business,"Excel, R",7.0,nan,77224.13,Campus Recruitment,nan,62.0,1.0
35.0,Female,Asia,Mathematics,"Python, SQL",7.0,ML Engineer,72269.04,nan,Accepted,70.0,4.0
35.0,Prefer Not to Say,Europe,Mathematics,"R, Excel",0.0,ML Engineer,106258.31,Job Portal,Accepted,68.0,4.0
32.0,Female,South America,Engineering,nan,2.0,ML Engineer,74441.82,Job Portal,Pending,83.0,
35.0,Prefer Not to Say,nan,Business,"SQL, PowerBI",5.0,ML Engineer,72983.37,Referral,nan,78.0,
30.0,Female,Europe,Mathematics,nan,10.0,Data Architect,67719.76,Job Portal,nan,,4.0
22.0,nan,Oceania,Mathematics,"Excel, R",,Data Scientist,45185.98,nan,Accepted,44.0,5.0
,nan,Africa,Business,"R, Excel",7.0,Data Analyst,81316.46,Job Portal,Rejected,43.0,1.0
26.0,Prefer Not to Say,Asia,Mathematics,nan,,Data Analyst,74880.32,LinkedIn,Rejected,78.0,3.0
40.0,Non-Binary,Europe,Statistics,"SQL, PowerBI",3.0,nan,100051.29,nan,Accepted,68.0,2.0
20.0,Prefer Not to Say,North America,nan,"Python, Tableau",5.0,nan,54761.31,Company Website,Accepted,49.0,0.0
30.0,Prefer Not to Say,nan,Business,"SQL, PowerBI",2.0,ML Engineer,55284.33,nan,Rejected,44.0,5.0
,nan,Asia,nan,"Excel, R",5.0,Data Scientist,69749.39,Campus Recruitment,Rejected,49.0,5.0
20.0,Prefer Not to Say,Europe,Computer Science,"Python, SQL",1.0,Data Architect,61308.07,nan,Pending,83.0,5.0
,nan,South America,Engineering,nan,10.0,BI Analyst,69906.17,Job Portal,Accepted,,4.0
32.0,Female,Asia,Arts,"Excel, R",1.0,Data Architect,60648.25,LinkedIn,Pending,79.0,4.0
28.0,Female,Africa,nan,"Python, SQL",0.0,Data Analyst,52657.16,Campus Recruitment,Pending,53.0,3.0
,Female,Europe,Mathematics,"Python, Tableau",1.0,Data Scientist,92813.86,nan,nan,68.0,5.0
,Female,Europe,Statistics,nan,7.0,ML Engineer,85647.07,nan,nan,,0.0
,Prefer Not to Say,Asia,Business,"Python, Tableau",3.0,Data Analyst,93171.64,Company Website,Rejected,91.0,1.0
35.0,Female,South America,Statistics,"R, Excel",1.0,Data Architect,80310.3,LinkedIn,Pending,44.0,4.0
28.0,Male,nan,Mathematics,"Python, SQL",0.0,ML Engineer,80653.45,nan,nan,84.0,2.0
,Prefer Not to Say,nan,Mathematics,"SQL, PowerBI",1.0,BI Analyst,68926.82,nan,Rejected,84.0,4.0
40.0,Prefer Not to Say,Africa,Mathematics,nan,5.0,ML Engineer,81429.33,Job Portal,nan,70.0,2.0
,Non-Binary,nan,Business,nan,7.0,Data Scientist,92678.35,nan,nan,47.0,
28.0,Prefer Not to Say,Europe,Arts,"SQL, PowerBI",5.0,Data Architect,30559.52,Referral,Accepted,53.0,2.0
30.0,nan,North America,Statistics,"Python, SQL",3.0,ML Engineer,70203.0,Company Website,nan,68.0,1.0
22.0,Female,Africa,Computer Science,"R, Excel",10.0,Data Architect,93539.31,Company Website,Accepted,70.0,0.0
22.0,Prefer Not to Say,nan,Mathematics,nan,1.0,BI Analyst,67338.73,Job Portal,nan,66.0,5.0
22.0,Prefer Not to Say,nan,Arts,"Python, SQL",1.0,Data Engineer,58840.02,Campus Recruitment,Rejected,83.0,3.0
20.0,Prefer Not to Say,Asia,Arts,"R, Excel",2.0,Data Architect,51306.84,Company Website,Accepted,70.0,5.0
26.0,Female,nan,Statistics,nan,10.0,Data Scientist,96979.57,LinkedIn,nan,84.0,2.0
20.0,Prefer Not to Say,Europe,Engineering,"R, Excel",5.0,Data Analyst,56236.86,LinkedIn,nan,,1.0
,Female,Oceania,Computer Science,"Python, Tableau",5.0,Data Architect,73474.61,Campus Recruitment,Accepted,68.0,0.0
32.0,Female,Asia,Computer Science,"Python, Tableau",2.0,Data Engineer,73974.39,Campus Recruitment,Pending,49.0,4.0
40.0,Non-Binary,Africa,Arts,nan,3.0,ML Engineer,77095.48,Job Portal,Accepted,53.0,2.0
22.0,Female,Asia,nan,"Python, Tableau",10.0,Data Scientist,79799.71,Company Website,Rejected,68.0,3.0
24.0,Male,Oceania,Engineering,"Python, Tableau",5.0,nan,49208.75,Referral,Accepted,66.0,3.0
22.0,Male,South America,Mathematics,"SQL, PowerBI",,BI Analyst,71292.88,Company Website,Accepted,84.0,3.0
24.0,Non-Binary,nan,Statistics,"R, Excel",3.0,BI Analyst,93834.01,Company Website,Rejected,43.0,3.0
28.0,Male,North America,Computer Science,"Excel, R",3.0,Data Architect,86499.4,Company Website,Accepted,,3.0
24.0,Female,Asia,Arts,"Python, SQL",1.0,BI Analyst,69181.29,Job Portal,Pending,71.0,2.0
24.0,Female,Oceania,Computer Science,"Python, SQL",3.0,Data Architect,57299.03,Referral,Rejected,81.0,0.0
28.0,Male,Europe,Computer Science,"Python, Tableau",10.0,ML Engineer,91844.83,Campus Recruitment,Accepted,,5.0
20.0,Non-Binary,Oceania,Statistics,nan,5.0,Data Architect,51875.53,nan,Rejected,47.0,2.0
32.0,Male,Africa,Engineering,nan,7.0,Data Architect,64999.8,Job Portal,nan,44.0,2.0
30.0,Female,nan,Mathematics,"Excel, R",0.0,Data Scientist,71632.96,Job Portal,Rejected,78.0,0.0
22.0,nan,Asia,nan,nan,7.0,nan,77681.03,Company Website,Accepted,84.0,2.0
26.0,Female,nan,Computer Science,"Excel, R",1.0,Data Analyst,63244.48,Referral,nan,49.0,5.0
20.0,Female,South America,Statistics,"Excel, R",7.0,ML Engineer,68817.23,LinkedIn,Pending,91.0,3.0
32.0,Prefer Not to Say,Africa,Arts,"R, Excel",3.0,Data Scientist,69550.88,Campus Recruitment,Pending,99.0,2.0
24.0,Male,Africa,nan,"SQL, PowerBI",5.0,Data Architect,78275.45,Company Website,Accepted,71.0,0.0
20.0,Prefer Not to Say,North America,nan,"Python, Tableau",3.0,ML Engineer,62808.18,Referral,Accepted,43.0,2.0
30.0,Male,Europe,Engineering,"Python, Tableau",10.0,Data Engineer,56020.45,nan,nan,62.0,0.0
35.0,Male,Africa,Statistics,"Excel, R",2.0,Data Scientist,65562.87,Company Website,Accepted,47.0,0.0
32.0,Male,nan,Mathematics,"Python, SQL",10.0,BI Analyst,87043.11,Campus Recruitment,Rejected,43.0,1.0
20.0,Prefer Not to Say,Asia,Computer Science,"Python, Tableau",,BI Analyst,46442.99,LinkedIn,Accepted,62.0,4.0
26.0,nan,Oceania,nan,"SQL, PowerBI",1.0,Data Analyst,60489.95,Company Website,Rejected,99.0,5.0
35.0,Prefer Not to Say,Africa,nan,nan,,BI Analyst,82378.83,Company Website,Accepted,70.0,4.0
30.0,Male,nan,Mathematics,"SQL, PowerBI",7.0,Data Analyst,60681.44,LinkedIn,nan,47.0,4.0
28.0,Male,nan,Arts,nan,10.0,BI Analyst,63994.95,Company Website,Accepted,83.0,1.0
22.0,Male,South America,Engineering,"Python, SQL",,Data Analyst,82424.68,Job Portal,nan,83.0,
32.0,Non-Binary,Asia,Statistics,nan,5.0,Data Architect,47210.63,Campus Recruitment,Rejected,66.0,0.0
30.0,Female,Africa,Mathematics,nan,7.0,Data Architect,38599.97,LinkedIn,Pending,49.0,
32.0,Female,Africa,Computer Science,"Python, SQL",1.0,Data Engineer,93435.32,nan,Accepted,66.0,3.0
32.0,nan,nan,nan,"Excel, R",10.0,Data Architect,105848.54,Referral,Accepted,83.0,
40.0,Prefer Not to Say,Europe,Business,nan,1.0,ML Engineer,64208.72,Campus Recruitment,nan,84.0,0.0
32.0,nan,Asia,Arts,"Excel, R",3.0,ML Engineer,52721.47,Company Website,nan,83.0,3.0
24.0,Non-Binary,Asia,Business,"R, Excel",0.0,nan,75628.16,Referral,nan,79.0,3.0
26.0,Non-Binary,North America,Arts,"Excel, R",0.0,BI Analyst,64344.52,Job Portal,nan,43.0,2.0
30.0,nan,Oceania,Computer Science,"SQL, PowerBI",3.0,Data Architect,69355.65,Campus Recruitment,Rejected,81.0,2.0
35.0,Prefer Not to Say,Asia,nan,"Python, Tableau",,Data Engineer,58752.82,Referral,nan,78.0,0.0
24.0,Non-Binary,Europe,Mathematics,"Python, SQL",3.0,nan,73662.77,LinkedIn,nan,78.0,0.0
30.0,Female,nan,Computer Science,"Excel, R",10.0,BI Analyst,79455.17,Company Website,Accepted,81.0,1.0
30.0,nan,Africa,Mathematics,"Python, SQL",0.0,Data Engineer,60988.83,Campus Recruitment,Accepted,49.0,4.0
24.0,nan,Asia,Computer Science,"Python, SQL",7.0,nan,97197.49,Job Portal,Accepted,70.0,
28.0,Male,South America,Statistics,nan,0.0,ML Engineer,69026.9,LinkedIn,nan,66.0,0.0
22.0,Male,North America,Engineering,"Python, Tableau",1.0,BI Analyst,51971.68,LinkedIn,Accepted,83.0,1.0
40.0,Non-Binary,Europe,Arts,"R, Excel",5.0,Data Architect,56539.13,nan,Rejected,,0.0
26.0,Non-Binary,South America,Mathematics,"Excel, R",1.0,Data Architect,59451.88,Job Portal,Pending,43.0,0.0
,Female,nan,Business,"Python, Tableau",3.0,Data Analyst,72852.01,Referral,Accepted,68.0,5.0
,Prefer Not to Say,nan,Arts,"Python, SQL",3.0,Data Scientist,85326.3,Referral,Rejected,68.0,3.0
35.0,nan,Oceania,Statistics,"R, Excel",1.0,Data Architect,69483.88,LinkedIn,Pending,81.0,1.0
40.0,Male,North America,Mathematics,"R, Excel",7.0,nan,81536.34,Referral,Rejected,53.0,5.0
30.0,Non-Binary,North America,Business,"SQL, PowerBI",2.0,Data Scientist,81281.6,Campus Recruitment,Pending,43.0,4.0
30.0,nan,Africa,Business,"Excel, R",2.0,BI Analyst,91215.05,Company Website,nan,49.0,3.0
30.0,Female,nan,Mathematics,"Excel, R",0.0,Data Scientist,71632.96,Job Portal,Rejected,78.0,0.0
24.0,Female,Europe,nan,"Excel, R",10.0,Data Engineer,78710.04,nan,Accepted,81.0,4.0
24.0,Prefer Not to Say,nan,nan,"R, Excel",0.0,Data Analyst,56328.26,LinkedIn,Accepted,83.0,3.0
28.0,Non-Binary,Asia,Arts,nan,2.0,Data Engineer,55158.22,Referral,nan,84.0,1.0
28.0,Male,Asia,Arts,"Python, SQL",2.0,nan,77283.25,Job Portal,Pending,47.0,
24.0,nan,South America,Statistics,nan,0.0,Data Scientist,105082.9,LinkedIn,nan,81.0,5.0
28.0,Prefer Not to Say,Africa,Arts,nan,0.0,Data Engineer,57981.96,LinkedIn,nan,81.0,0.0
20.0,Prefer Not to Say,Oceania,nan,"Python, Tableau",10.0,Data Engineer,64486.34,Job Portal,Accepted,53.0,
30.0,Non-Binary,South America,Engineering,"Python, SQL",5.0,Data Engineer,81597.52,Campus Recruitment,Accepted,70.0,
40.0,Male,South America,Computer Science,"Excel, R",1.0,ML Engineer,49014.2,Company Website,nan,91.0,
22.0,Prefer Not to Say,nan,nan,"R, Excel",,Data Scientist,91836.18,Campus Recruitment,Pending,,4.0
22.0,Female,Europe,Engineering,nan,,Data Analyst,71502.21,Job Portal,Pending,70.0,3.0
22.0,Prefer Not to Say,South America,Mathematics,nan,3.0,Data Scientist,69395.39,Company Website,nan,91.0,5.0
28.0,nan,nan,Business,"Excel, R",2.0,ML Engineer,56028.05,Referral,nan,66.0,0.0
24.0,Non-Binary,Europe,Business,"SQL, PowerBI",2.0,Data Engineer,81126.59,Job Portal,Rejected,,4.0
20.0,nan,North America,nan,"Python, Tableau",2.0,Data Scientist,34081.67,LinkedIn,Accepted,99.0,0.0
28.0,nan,nan,Business,"Python, Tableau",2.0,nan,64289.26,Referral,Pending,79.0,3.0
40.0,Female,South America,Business,nan,0.0,Data Engineer,82007.2,Referral,nan,70.0,0.0
20.0,Female,South America,Mathematics,"Python, SQL",5.0,ML Engineer,55713.56,nan,Rejected,68.0,0.0
,Male,North America,Computer Science,"Excel, R",7.0,nan,93635.44,LinkedIn,nan,70.0,2.0
20.0,nan,South America,Computer Science,"Python, Tableau",,Data Scientist,69247.95,Campus Recruitment,nan,83.0,2.0
20.0,Female,Oceania,Mathematics,"Python, Tableau",5.0,nan,98394.96,Company Website,Pending,47.0,3.0
40.0,Male,Europe,Computer Science,"Python, SQL",,Data Architect,63466.91,nan,Pending,84.0,0.0
24.0,Non-Binary,Asia,Statistics,nan,1.0,BI Analyst,79471.37,nan,Rejected,47.0,5.0
28.0,Prefer Not to Say,Europe,Computer Science,nan,3.0,ML Engineer,75421.81,Company Website,nan,83.0,
30.0,Male,North America,Business,"Excel, R",,Data Analyst,46938.23,Referral,nan,66.0,3.0
,nan,Europe,Engineering,"SQL, PowerBI",7.0,nan,49478.61,Campus Recruitment,nan,70.0,1.0
30.0,Non-Binary,South America,Arts,"Python, Tableau",5.0,Data Architect,65348.48,Job Portal,Pending,62.0,4.0
28.0,Female,South America,Statistics,"Excel, R",2.0,Data Architect,81982.24,Company Website,Pending,99.0,2.0
32.0,Prefer Not to Say,Africa,Arts,nan,,Data Scientist,50781.51,LinkedIn,Rejected,84.0,0.0
30.0,nan,South America,Engineering,"R, Excel",1.0,Data Scientist,90946.86,Campus Recruitment,nan,62.0,2.0
,Male,North America,Arts,"Excel, R",0.0,BI Analyst,80623.57,Referral,Accepted,43.0,2.0
30.0,Non-Binary,nan,Statistics,"SQL, PowerBI",7.0,BI Analyst,86539.98,Referral,Pending,62.0,
22.0,Male,Europe,Business,"SQL, PowerBI",7.0,BI Analyst,61988.52,Company Website,Pending,,5.0
40.0,Non-Binary,Europe,Statistics,"Python, Tableau",3.0,Data Architect,75634.57,Referral,Rejected,78.0,5.0
32.0,Prefer Not to Say,North America,Statistics,nan,0.0,BI Analyst,83614.15,Company Website,Accepted,78.0,2.0
35.0,Female,North America,Mathematics,"R, Excel",10.0,ML Engineer,106978.71,nan,Pending,78.0,1.0
24.0,Non-Binary,North America,Engineering,"Python, Tableau",2.0,Data Engineer,65345.18,Campus Recruitment,Pending,99.0,2.0
30.0,Male,Oceania,Computer Science,"Excel, R",,Data Analyst,73025.88,LinkedIn,Pending,53.0,0.0
28.0,nan,Oceania,Mathematics,nan,3.0,Data Scientist,64818.72,LinkedIn,nan,70.0,1.0
28.0,Male,Europe,Statistics,"R, Excel",2.0,Data Analyst,73416.37,LinkedIn,nan,53.0,4.0
26.0,Non-Binary,Asia,Mathematics,"Python, Tableau",3.0,Data Engineer,100336.85,Company Website,Rejected,53.0,0.0
30.0,Male,North America,Statistics,"Excel, R",,Data Engineer,68928.67,Campus Recruitment,Pending,71.0,5.0
,Prefer Not to Say,Africa,Business,"SQL, PowerBI",0.0,Data Architect,58908.61,Referral,Accepted,,5.0
24.0,Male,Asia,Computer Science,"Excel, R",5.0,Data Engineer,61974.23,nan,nan,66.0,
40.0,nan,nan,Engineering,"Excel, R",2.0,Data Scientist,86009.36,Company Website,nan,62.0,3.0
40.0,Female,Oceania,Computer Science,"R, Excel",7.0,Data Scientist,55491.61,Campus Recruitment,Pending,79.0,
24.0,nan,North America,Computer Science,nan,0.0,nan,55710.8,nan,Pending,79.0,2.0
32.0,Female,nan,Engineering,"R, Excel",2.0,BI Analyst,61317.93,Referral,Pending,99.0,2.0
40.0,Female,nan,nan,nan,7.0,ML Engineer,72661.1,Company Website,Rejected,44.0,2.0
32.0,nan,Europe,Computer Science,"Python, Tableau",3.0,Data Scientist,85143.61,nan,Rejected,49.0,
40.0,Non-Binary,Europe,Computer Science,"Excel, R",1.0,nan,77814.77,LinkedIn,Pending,70.0,2.0
28.0,Non-Binary,South America,Statistics,"R, Excel",10.0,Data Architect,54319.68,Job Portal,Pending,71.0,0.0
22.0,Prefer Not to Say,nan,Arts,"Python, SQL",1.0,Data Engineer,58840.02,Campus Recruitment,Rejected,83.0,3.0
40.0,Prefer Not to Say,Europe,nan,"Python, Tableau",,Data Architect,92931.18,Campus Recruitment,Accepted,62.0,1.0
22.0,Prefer Not to Say,Oceania,nan,"Python, SQL",7.0,BI Analyst,73743.73,LinkedIn,nan,79.0,1.0
24.0,Female,nan,Engineering,"SQL, PowerBI",7.0,Data Analyst,70697.78,nan,Rejected,84.0,3.0
30.0,Male,Asia,Mathematics,nan,5.0,BI Analyst,44264.94,Job Portal,nan,43.0,0.0
24.0,Non-Binary,nan,Statistics,"R, Excel",3.0,BI Analyst,93834.01,Company Website,Rejected,43.0,3.0
32.0,Female,South America,nan,"Excel, R",1.0,Data Scientist,51044.67,LinkedIn,Accepted,53.0,3.0
30.0,Male,Africa,Mathematics,"Excel, R",3.0,ML Engineer,37908.42,Company Website,Accepted,70.0,4.0
24.0,Prefer Not to Say,Europe,Arts,"SQL, PowerBI",7.0,Data Engineer,43864.36,nan,Rejected,49.0,1.0
,Male,nan,Mathematics,"SQL, PowerBI",,nan,47106.25,Job Portal,nan,79.0,2.0
22.0,Female,South America,Business,"Python, SQL",3.0,Data Analyst,59251.64,Referral,Rejected,,1.0
32.0,Female,Asia,Engineering,"R, Excel",10.0,BI Analyst,48699.36,LinkedIn,Accepted,68.0,5.0
30.0,Female,nan,nan,"R, Excel",5.0,Data Architect,62861.63,Campus Recruitment,Rejected,,0.0
28.0,Non-Binary,Africa,Mathematics,"Python, Tableau",2.0,Data Scientist,50266.44,Campus Recruitment,Accepted,70.0,2.0
24.0,Female,Asia,Business,"SQL, PowerBI",3.0,Data Scientist,81326.81,LinkedIn,nan,84.0,3.0
32.0,Female,South America,Engineering,nan,2.0,ML Engineer,74441.82,Job Portal,Pending,83.0,
30.0,nan,Europe,Business,"R, Excel",5.0,Data Engineer,98108.66,nan,Pending,70.0,0.0
20.0,Male,Oceania,nan,"SQL, PowerBI",5.0,Data Analyst,82954.63,Referral,Accepted,62.0,3.0
20.0,Female,Oceania,Mathematics,"Python, Tableau",3.0,nan,84562.36,Campus Recruitment,Accepted,47.0,2.0
24.0,Prefer Not to Say,Oceania,Engineering,"Python, Tableau",10.0,Data Architect,74090.83,nan,nan,66.0,5.0
24.0,nan,Africa,Arts,"Python, SQL",,Data Architect,74042.39,nan,Accepted,49.0,5.0
26.0,nan,Oceania,Computer Science,"SQL, PowerBI",7.0,Data Architect,69598.49,Job Portal,Accepted,81.0,2.0
35.0,nan,South America,Engineering,"SQL, PowerBI",0.0,BI Analyst,74936.19,Referral,Rejected,49.0,0.0
24.0,Male,South America,Computer Science,"SQL, PowerBI",5.0,BI Analyst,59570.54,Job Portal,Pending,71.0,0.0
40.0,Non-Binary,nan,nan,"R, Excel",5.0,Data Architect,71572.73,Referral,Pending,79.0,5.0
32.0,Non-Binary,South America,Mathematics,"R, Excel",1.0,ML Engineer,55128.22,Company Website,nan,44.0,0.0
28.0,Male,Africa,nan,"Python, Tableau",0.0,Data Engineer,78324.4,Company Website,Pending,78.0,0.0
22.0,nan,North America,Engineering,"SQL, PowerBI",2.0,Data Engineer,47045.57,LinkedIn,Pending,66.0,3.0
,Male,Asia,Statistics,"Python, Tableau",2.0,Data Architect,75251.37,nan,Pending,84.0,1.0
,Female,Africa,nan,"SQL, PowerBI",1.0,BI Analyst,47319.55,LinkedIn,Rejected,43.0,2.0
24.0,nan,nan,Mathematics,"SQL, PowerBI",7.0,BI Analyst,58445.27,LinkedIn,Rejected,49.0,
20.0,Non-Binary,South America,nan,"R, Excel",2.0,nan,67481.29,nan,Pending,99.0,0.0
22.0,Male,North America,Mathematics,"R, Excel",,Data Engineer,59029.01,Job Portal,Rejected,79.0,3.0
,Prefer Not to Say,Asia,Mathematics,"R, Excel",,Data Architect,90243.03,Referral,Pending,43.0,1.0
30.0,Prefer Not to Say,Oceania,Computer Science,"Python, SQL",0.0,Data Scientist,71590.35,Referral,Accepted,84.0,5.0
32.0,nan,Asia,Computer Science,"SQL, PowerBI",,BI Analyst,75407.62,nan,Rejected,70.0,5.0
,Male,nan,nan,"Excel, R",0.0,nan,69846.24,Company Website,Pending,49.0,4.0
26.0,Female,Europe,Business,"Python, Tableau",7.0,Data Scientist,57436.32,Company Website,Accepted,66.0,4.0
20.0,Male,Europe,Mathematics,"Python, Tableau",10.0,Data Engineer,74962.92,Campus Recruitment,Accepted,66.0,5.0
26.0,Female,North America,Engineering,"SQL, PowerBI",7.0,BI Analyst,63124.05,Referral,nan,79.0,4.0
20.0,Non-Binary,Africa,Engineering,"Python, SQL",0.0,Data Analyst,80600.27,Job Portal,Pending,81.0,0.0
,Non-Binary,North America,Statistics,nan,7.0,Data Scientist,95007.45,Referral,Accepted,53.0,0.0
